COMP1110:COMP1600,Score
Discipline:Specification (technical standard),-0.013422818791946308
Discipline:Software,-0.01092896174863388
Discipline:Rigour,0.02127659574468085
Discipline:Logic,-0.0038461538461538464
Discipline:Context-free grammar,0.0
Discipline:Grammar,0.0
Computer:Recursion,0.00478494623655914
Computer:Function (mathematics),-0.01593183044795948
Computer:Predicate (mathematical logic),0.0
Computer:First-order logic,-0.010523907572637839
Computer:Calculus,-0.01198286859850556
Computer:Natural deduction,-0.027502067824648473
Computer:Deductive reasoning,0.005376344086021506
Computer:Recursive definition,-0.07048255966430632
Computer:Concept,-0.007059275323032438
Computer:Mathematics,-0.00935832461856112
Computer:Mathematical logic,-0.014483904887893896
Computer:Mathematical proof,-0.056127178346310716
Computer:Well-formed formula,0.0
Computer:Proposition,-0.008954754922496859
Computer:Argument,0.0
Computer:Data,-0.0498102466793169
Computer:Definition,-0.009259259259259259
Computer:Data type,-0.054943142260385235
Computer:Computation,-0.15509583917718558
Computer:Discrete mathematics,-0.06709744904845459
Computer:Hoare logic,-0.04032258064516129
Computer:Description,0.0
Computer:Regular language,-0.047436401783372675
Computer:Language,0.015536848105993591
Computer:English language,0.0010270424749044406
Computer:Regular expression,-0.023870967741935485
Computer:Structural induction,0.0
Computer:Mathematical induction,-0.028331521082517817
Computer:Formal language,-0.022990945104697225
Computer:Theory,-0.031888542377286166
Computer:Formal grammar,-0.03168202764976959
Computer:Finite set,0.0013440860215053765
Computer:Finite-state machine,-0.09277582000542153
Computer:Determinism,-0.02100840336134454
Computer:Nondeterministic finite automaton,-0.018655913978494625
Computer:Data structure,-0.0226551366757352
Computer:Structure,-0.038461538461538464
Computer:Principle,-0.01818181818181818
Computer:Turing machine,-0.08736559139784947
Computer:Machine,-0.04272755061675118
Computer:Computing,-0.1734661606578115
Computer:System,-0.019071490845684397
Computer:Specification (technical standard),-0.03892437035433355
Computer:Software,-0.10228274281685175
Computer:Rigour,-0.014285714285714285
Computer:Logic,-0.0038875103391232436
Computer:Context-free grammar,-0.013440860215053762
Computer:Grammar,-0.001984725153250929
Organization:Recursion,-0.01
Organization:Function (mathematics),0.0
Organization:Predicate (mathematical logic),0.0
Organization:First-order logic,0.0
Organization:Calculus,0.0031701192718141874
Organization:Natural deduction,0.0
Organization:Deductive reasoning,0.014814814814814815
Organization:Recursive definition,0.0
Organization:Concept,0.022222222222222223
Organization:Mathematics,0.007407407407407408
Organization:Mathematical logic,0.0
Organization:Mathematical proof,0.0
Organization:Well-formed formula,0.0
Organization:Proposition,0.0
Organization:Argument,0.0
Organization:Data,-0.029411764705882353
Organization:Definition,0.0
Organization:Data type,0.007407407407407408
Organization:Computation,0.0
Organization:Discrete mathematics,-0.0041841004184100415
Organization:Hoare logic,0.0
Organization:Description,0.0
Organization:Regular language,0.0
Organization:Language,0.02597332249983073
Organization:English language,-0.009966777408637873
Organization:Regular expression,0.0
Organization:Structural induction,0.0
Organization:Mathematical induction,0.0
Organization:Formal language,0.0
Organization:Theory,0.004095334004699563
Organization:Formal grammar,0.0
Organization:Finite set,0.0
Organization:Finite-state machine,0.0
Organization:Determinism,0.0032057267351385003
Organization:Nondeterministic finite automaton,0.0
Organization:Data structure,0.007407407407407408
Organization:Structure,0.013960113960113957
Organization:Principle,0.0
Organization:Turing machine,0.0
Organization:Machine,0.014814814814814815
Organization:Computing,-0.0106951871657754
Organization:System,-0.016366366366366368
Organization:Specification (technical standard),-0.040268456375838924
Organization:Software,-0.00546448087431694
Organization:Rigour,0.007407407407407408
Organization:Logic,0.025783475783475784
Organization:Context-free grammar,0.0
Organization:Grammar,0.002734510211145726
Computer programming:Recursion,-0.015714285714285715
Computer programming:Function (mathematics),0.005250965250965252
Computer programming:Predicate (mathematical logic),-0.14705882352941177
Computer programming:First-order logic,-0.02407294832826748
Computer programming:Calculus,-0.015472154963680387
Computer programming:Natural deduction,-0.023131868131868134
Computer programming:Deductive reasoning,0.002217484008528786
Computer programming:Recursive definition,-0.12195121951219512
Computer programming:Concept,-0.011092436974789916
Computer programming:Mathematics,0.028257926612041327
Computer programming:Mathematical logic,-0.0037494366831906266
Computer programming:Mathematical proof,0.011395730706075535
Computer programming:Well-formed formula,-0.045454545454545456
Computer programming:Proposition,-0.0535064935064935
Computer programming:Argument,0.005714285714285714
Computer programming:Data,-0.018823529411764704
Computer programming:Definition,-0.018518518518518517
Computer programming:Data type,-0.009085303186022603
Computer programming:Computation,-0.08012422360248447
Computer programming:Discrete mathematics,-0.04184100418410042
Computer programming:Hoare logic,-0.11928571428571429
Computer programming:Description,0.005714285714285714
Computer programming:Regular language,-0.0007665505226480841
Computer programming:Language,0.053486550013058236
Computer programming:English language,0.008106312292358805
Computer programming:Regular expression,-0.02571428571428571
Computer programming:Structural induction,-0.0625
Computer programming:Mathematical induction,-0.027800963081861956
Computer programming:Formal language,-0.04426065162907268
Computer programming:Theory,-0.0003280103582218386
Computer programming:Formal grammar,-0.01857142857142857
Computer programming:Finite set,-0.013333333333333334
Computer programming:Finite-state machine,-0.02184873949579832
Computer programming:Determinism,-0.004201680672268907
Computer programming:Nondeterministic finite automaton,-0.04
Computer programming:Data structure,-0.005576592082616183
Computer programming:Structure,-0.027032967032967037
Computer programming:Principle,0.0
Computer programming:Turing machine,-0.015453149001536099
Computer programming:Machine,0.011849020544672718
Computer programming:Computing,0.0001527883880825115
Computer programming:System,0.0051737451737451715
Computer programming:Specification (technical standard),-0.009702780441035473
Computer programming:Software,0.0054957064793130506
Computer programming:Rigour,-0.014285714285714285
Computer programming:Logic,0.016923076923076923
Computer programming:Context-free grammar,-0.023179723502304145
Computer programming:Grammar,0.005714285714285714
Programming language:Recursion,-0.04317725752508361
Programming language:Function (mathematics),-0.05046422437726786
Programming language:Predicate (mathematical logic),-0.05213456620106236
Programming language:First-order logic,-0.06595033089020139
Programming language:Calculus,-0.022079247208208152
Programming language:Natural deduction,-0.047658862876254184
Programming language:Deductive reasoning,-0.04966804772125992
Programming language:Recursive definition,-0.0975609756097561
Programming language:Concept,-0.030268963772800087
Programming language:Mathematics,-0.0048123837563282396
Programming language:Mathematical logic,-0.010719221801377889
Programming language:Mathematical proof,-0.03354092184676892
Programming language:Well-formed formula,-0.09268267963920138
Programming language:Proposition,-0.02558311253963428
Programming language:Argument,-0.04013377926421405
Programming language:Data,-0.03875663977965768
Programming language:Definition,-0.024433296172426604
Programming language:Data type,-0.12855802314670003
Programming language:Computation,-0.14381270903010032
Programming language:Discrete mathematics,-0.04184100418410042
Programming language:Hoare logic,-0.19829988851727984
Programming language:Description,0.0033444816053511705
Programming language:Regular language,-0.08300024471816625
Programming language:Language,0.14622171406210832
Programming language:English language,0.010055667285192058
Programming language:Regular expression,-0.12638795986622073
Programming language:Structural induction,-0.09040551839464883
Programming language:Mathematical induction,-0.027018901957836985
Programming language:Formal language,-0.09769406794578418
Programming language:Theory,-0.02082470268467904
Programming language:Formal grammar,-0.2083930562191432
Programming language:Finite set,-0.023322185061315497
Programming language:Finite-state machine,-0.11610129001433349
Programming language:Determinism,-0.004201680672268907
Programming language:Nondeterministic finite automaton,-0.11331103678929766
Programming language:Data structure,-0.2075593343272757
Programming language:Structure,-0.06588628762541807
Programming language:Principle,0.0
Programming language:Turing machine,-0.06273600172618404
Programming language:Machine,-0.0033444816053511705
Programming language:Computing,-0.05610502029939371
Programming language:System,0.003141100967187921
Programming language:Specification (technical standard),-0.020156674373190277
Programming language:Software,-0.12168064769632839
Programming language:Rigour,-0.02857142857142857
Programming language:Logic,-0.023745819397993313
Programming language:Context-free grammar,-0.1258765778401122
Programming language:Grammar,-0.019973119119807457
Language:Recursion,-0.05537477148080439
Language:Function (mathematics),-0.000204696731204958
Language:Predicate (mathematical logic),0.0
Language:First-order logic,-0.007880508771247423
Language:Calculus,-0.004818269141387537
Language:Natural deduction,-0.019230769230769232
Language:Deductive reasoning,-0.020709978444159456
Language:Recursive definition,0.0
Language:Concept,-0.047117201542408546
Language:Mathematics,0.010631556392382847
Language:Mathematical logic,0.0038350855541266094
Language:Mathematical proof,-0.015413225745445376
Language:Well-formed formula,-0.009667054456816798
Language:Proposition,-0.005864336760132007
Language:Argument,-0.07608695652173914
Language:Data,-0.04536330071333835
Language:Definition,-0.025949624212878324
Language:Data type,-0.05755395683453238
Language:Computation,0.0018281535648994515
Language:Discrete mathematics,-0.012552301255230125
Language:Hoare logic,-0.041666666666666664
Language:Description,-0.07509492335817748
Language:Regular language,-0.03292905872385963
Language:Language,0.0
Language:English language,-0.07472349936530881
Language:Regular expression,-0.05451553930530165
Language:Structural induction,0.0018281535648994515
Language:Mathematical induction,0.0018281535648994515
Language:Formal language,-0.05189390294749671
Language:Theory,-0.03983275984910829
Language:Formal grammar,-0.07053625837903717
Language:Finite set,0.0
Language:Finite-state machine,-0.04676386093742799
Language:Determinism,-0.017352096231545638
Language:Nondeterministic finite automaton,-0.02
Language:Data structure,-0.10660558137485959
Language:Structure,-0.025284770074532417
Language:Principle,0.005484460694698354
Language:Turing machine,-0.0016119203475457537
Language:Machine,-0.009721619291605779
Language:Computing,-0.0427807486631016
Language:System,-0.0019887346212757555
Language:Specification (technical standard),-0.013422818791946308
Language:Software,-0.04369586717415411
Language:Rigour,-0.08571428571428572
Language:Logic,-0.00026016031500492726
Language:Context-free grammar,-0.042902636079495196
Language:Grammar,-0.03984349638640673
Recursion (computer science):Recursion,0.03666666666666665
Recursion (computer science):Function (mathematics),0.06525096525096526
Recursion (computer science):Predicate (mathematical logic),0.0
Recursion (computer science):First-order logic,0.018156028368794326
Recursion (computer science):Calculus,0.04
Recursion (computer science):Natural deduction,-0.002948717948717949
Recursion (computer science):Deductive reasoning,-0.0015920398009950237
Recursion (computer science):Recursive definition,-0.06422764227642278
Recursion (computer science):Concept,0.006666666666666667
Recursion (computer science):Mathematics,0.08417290108063176
Recursion (computer science):Mathematical logic,0.014405888538380651
Recursion (computer science):Mathematical proof,0.001839080459770116
Recursion (computer science):Well-formed formula,-0.030303030303030304
Recursion (computer science):Proposition,0.006666666666666667
Recursion (computer science):Argument,-0.004202898550724637
Recursion (computer science):Data,0.0035294117647058833
Recursion (computer science):Definition,-0.0025925925925925917
Recursion (computer science):Data type,-0.0036930455635491577
Recursion (computer science):Computation,-0.008405797101449274
Recursion (computer science):Discrete mathematics,-0.0017015341701534159
Recursion (computer science):Hoare logic,-0.049166666666666664
Recursion (computer science):Description,0.006666666666666667
Recursion (computer science):Regular language,-0.011056910569105691
Recursion (computer science):Language,0.024838513101767216
Recursion (computer science):English language,0.006666666666666667
Recursion (computer science):Regular expression,0.011666666666666665
Recursion (computer science):Structural induction,-0.049166666666666664
Recursion (computer science):Mathematical induction,0.022097378277153558
Recursion (computer science):Formal language,0.03368421052631579
Recursion (computer science):Theory,-0.006042296072507553
Recursion (computer science):Formal grammar,-0.0023809523809523794
Recursion (computer science):Finite set,-0.006666666666666668
Recursion (computer science):Finite-state machine,0.02492997198879552
Recursion (computer science):Determinism,0.006666666666666667
Recursion (computer science):Nondeterministic finite automaton,-0.02
Recursion (computer science):Data structure,0.051807228915662654
Recursion (computer science):Structure,0.0056410256410256415
Recursion (computer science):Principle,0.0
Recursion (computer science):Turing machine,0.01161290322580645
Recursion (computer science):Machine,0.0
Recursion (computer science):Computing,0.030623885918003566
Recursion (computer science):System,-9.009009009009004e-05
Recursion (computer science):Specification (technical standard),0.013333333333333334
Recursion (computer science):Software,0.00721311475409836
Recursion (computer science):Rigour,0.0
Recursion (computer science):Logic,0.03230769230769231
Recursion (computer science):Context-free grammar,0.0077419354838709695
Recursion (computer science):Grammar,-0.009345794392523364
Subroutine:Recursion,0.02202312138728324
Subroutine:Function (mathematics),0.02693775526145468
Subroutine:Predicate (mathematical logic),-0.029411764705882353
Subroutine:First-order logic,0.007305374492682326
Subroutine:Calculus,0.020427157832859803
Subroutine:Natural deduction,-0.009615384615384616
Subroutine:Deductive reasoning,0.005780346820809248
Subroutine:Recursive definition,-0.018609897081629776
Subroutine:Concept,-0.008403361344537815
Subroutine:Mathematics,0.04703559021521341
Subroutine:Mathematical logic,0.028372932659871262
Subroutine:Mathematical proof,0.011593914025646135
Subroutine:Well-formed formula,0.0
Subroutine:Proposition,0.005780346820809248
Subroutine:Argument,0.0
Subroutine:Data,0.02085458460840984
Subroutine:Definition,0.005780346820809248
Subroutine:Data type,-0.015428119931800224
Subroutine:Computation,-0.03191756722794672
Subroutine:Discrete mathematics,-0.012552301255230125
Subroutine:Hoare logic,-0.09838631984585743
Subroutine:Description,0.005780346820809248
Subroutine:Regular language,0.005145918511208231
Subroutine:Language,0.07909670192643004
Subroutine:English language,0.005780346820809248
Subroutine:Regular expression,-0.020317919075144512
Subroutine:Structural induction,-0.013908959537572256
Subroutine:Mathematical induction,0.005780346820809248
Subroutine:Formal language,0.008366291451171279
Subroutine:Theory,0.0
Subroutine:Formal grammar,0.016996972199284338
Subroutine:Finite set,0.005780346820809248
Subroutine:Finite-state machine,-0.008403361344537815
Subroutine:Determinism,0.0
Subroutine:Nondeterministic finite automaton,-0.02
Subroutine:Data structure,-0.05836061007033916
Subroutine:Structure,-0.048065807025344603
Subroutine:Principle,0.011560693641618497
Subroutine:Turing machine,-0.01370501584933806
Subroutine:Machine,-0.0033444816053511705
Subroutine:Computing,0.014589966307069338
Subroutine:System,-0.0009764099359475089
Subroutine:Specification (technical standard),0.004849284245645342
Subroutine:Software,-0.052433747117723244
Subroutine:Rigour,0.0
Subroutine:Logic,0.03277012005335705
Subroutine:Context-free grammar,0.015056871154204735
Subroutine:Grammar,0.005780346820809248
Data:Recursion,0.0
Data:Function (mathematics),0.021689756983874632
Data:Predicate (mathematical logic),0.0
Data:First-order logic,0.011097204839382561
Data:Calculus,0.00689597873047524
Data:Natural deduction,0.0
Data:Deductive reasoning,0.0196078431372549
Data:Recursive definition,0.0
Data:Concept,0.001400560224089636
Data:Mathematics,0.021759327172265416
Data:Mathematical logic,0.0196078431372549
Data:Mathematical proof,-0.024678837052062204
Data:Well-formed formula,-0.005347593582887701
Data:Proposition,0.029411764705882353
Data:Argument,0.0
Data:Data,0.0
Data:Definition,0.00980392156862745
Data:Data type,-0.0039497813513894794
Data:Computation,0.027280477408354646
Data:Discrete mathematics,-0.016736401673640166
Data:Hoare logic,0.0
Data:Description,0.00980392156862745
Data:Regular language,-0.012195121951219513
Data:Language,0.04536330071333835
Data:English language,0.0
Data:Regular expression,-0.03
Data:Structural induction,0.0
Data:Mathematical induction,-0.012667988543732099
Data:Formal language,0.0196078431372549
Data:Theory,-0.005301818612641432
Data:Formal grammar,-0.014005602240896357
Data:Finite set,0.0
Data:Finite-state machine,0.00980392156862745
Data:Determinism,0.0
Data:Nondeterministic finite automaton,-0.02
Data:Data structure,-0.02551381998582565
Data:Structure,-0.005580693815987935
Data:Principle,-0.01818181818181818
Data:Turing machine,0.0025300442757748252
Data:Machine,0.01626336153190373
Data:Computing,0.040998217468805706
Data:System,0.021992580816110226
Data:Specification (technical standard),-0.013422818791946308
Data:Software,0.05978784956605593
Data:Rigour,-0.02857142857142857
Data:Logic,0.058823529411764705
Data:Context-free grammar,0.0
Data:Grammar,-0.004672897196261682
Algebraic data type:Recursion,0.04054054054054054
Algebraic data type:Function (mathematics),0.07722007722007722
Algebraic data type:Predicate (mathematical logic),0.013513513513513514
Algebraic data type:First-order logic,0.02277170787809086
Algebraic data type:Calculus,0.013513513513513514
Algebraic data type:Natural deduction,0.0038981288981288983
Algebraic data type:Deductive reasoning,0.0
Algebraic data type:Recursive definition,0.0026367831245880033
Algebraic data type:Concept,0.0
Algebraic data type:Mathematics,0.04054054054054054
Algebraic data type:Mathematical logic,0.010358939381021401
Algebraic data type:Mathematical proof,0.013513513513513514
Algebraic data type:Well-formed formula,-0.0016380016380016377
Algebraic data type:Proposition,0.013513513513513514
Algebraic data type:Argument,0.0
Algebraic data type:Data,0.04054054054054054
Algebraic data type:Definition,0.0
Algebraic data type:Data type,0.16673147968111998
Algebraic data type:Computation,0.013513513513513514
Algebraic data type:Discrete mathematics,0.02702702702702703
Algebraic data type:Hoare logic,0.013513513513513514
Algebraic data type:Description,0.0
Algebraic data type:Regular language,0.013513513513513514
Algebraic data type:Language,0.25675675675675674
Algebraic data type:English language,0.0
Algebraic data type:Regular expression,0.03905405405405406
Algebraic data type:Structural induction,-0.017736486486486486
Algebraic data type:Mathematical induction,0.05405405405405406
Algebraic data type:Formal language,0.02702702702702703
Algebraic data type:Theory,0.0
Algebraic data type:Formal grammar,0.0032175032175032203
Algebraic data type:Finite set,0.02702702702702703
Algebraic data type:Finite-state machine,-0.008403361344537815
Algebraic data type:Determinism,0.0
Algebraic data type:Nondeterministic finite automaton,0.013513513513513514
Algebraic data type:Data structure,0.08401172256593945
Algebraic data type:Structure,0.019334719334719336
Algebraic data type:Principle,0.0
Algebraic data type:Turing machine,-0.005376344086021506
Algebraic data type:Machine,0.0
Algebraic data type:Computing,0.013513513513513514
Algebraic data type:System,0.0
Algebraic data type:Specification (technical standard),0.02702702702702703
Algebraic data type:Software,0.013513513513513514
Algebraic data type:Rigour,0.0
Algebraic data type:Logic,0.04054054054054054
Algebraic data type:Context-free grammar,0.010897994768962513
Algebraic data type:Grammar,-0.004672897196261682
Data type:Recursion,0.020359712230215828
Data type:Function (mathematics),0.05597066748145885
Data type:Predicate (mathematical logic),-0.007829030892932711
Data type:First-order logic,-0.006888106536047756
Data type:Calculus,-0.012711864406779662
Data type:Natural deduction,-0.014457664637520753
Data type:Deductive reasoning,0.014388489208633094
Data type:Recursive definition,-0.02719775399192841
Data type:Concept,0.013179372468411827
Data type:Mathematics,0.10983333034320673
Data type:Mathematical logic,0.05301500124821278
Data type:Mathematical proof,0.004341354502604814
Data type:Well-formed formula,0.013625463265751037
Data type:Proposition,0.02158273381294964
Data type:Argument,0.0
Data type:Data,0.0039497813513894794
Data type:Definition,0.0
Data type:Data type,0.0
Data type:Computation,0.02877697841726619
Data type:Discrete mathematics,-0.0041841004184100415
Data type:Hoare logic,-0.020083932853717023
Data type:Description,0.0
Data type:Regular language,-0.0050008773469029655
Data type:Language,0.05755395683453238
Data type:English language,0.007194244604316547
Data type:Regular expression,-0.01402877697841727
Data type:Structural induction,-0.055305755395683456
Data type:Mathematical induction,-0.004041710451863228
Data type:Formal language,0.03843241196516471
Data type:Theory,-0.012084592145015106
Data type:Formal grammar,-0.002226789996574167
Data type:Finite set,0.016498800959232614
Data type:Finite-state machine,-0.010821594824980352
Data type:Determinism,0.0
Data type:Nondeterministic finite automaton,-0.02
Data type:Data structure,-0.07532287423073589
Data type:Structure,-0.008688433868289984
Data type:Principle,0.0
Data type:Turing machine,0.037789123539877775
Data type:Machine,0.007194244604316547
Data type:Computing,0.0721348055245643
Data type:System,0.00043748784755979
Data type:Specification (technical standard),0.0004828352083433929
Data type:Software,-0.0402563195345363
Data type:Rigour,0.0
Data type:Logic,0.06759822910902047
Data type:Context-free grammar,-0.018739846832211648
Data type:Grammar,0.007194244604316547
Pattern matching:Recursion,0.056818181818181816
Pattern matching:Function (mathematics),0.041593541593541596
Pattern matching:Predicate (mathematical logic),0.011363636363636364
Pattern matching:First-order logic,0.02558027079303675
Pattern matching:Calculus,0.022727272727272728
Pattern matching:Natural deduction,0.011363636363636364
Pattern matching:Deductive reasoning,0.011363636363636364
Pattern matching:Recursive definition,0.011363636363636364
Pattern matching:Concept,0.011363636363636364
Pattern matching:Mathematics,0.03159714350487418
Pattern matching:Mathematical logic,0.045454545454545456
Pattern matching:Mathematical proof,0.03409090909090909
Pattern matching:Well-formed formula,0.0
Pattern matching:Proposition,-0.012987012987012988
Pattern matching:Argument,0.0
Pattern matching:Data,0.022727272727272728
Pattern matching:Definition,0.0
Pattern matching:Data type,0.1261445389143231
Pattern matching:Computation,0.03409090909090909
Pattern matching:Discrete mathematics,0.0
Pattern matching:Hoare logic,0.011363636363636364
Pattern matching:Description,0.0
Pattern matching:Regular language,0.019401330376940126
Pattern matching:Language,0.17045454545454544
Pattern matching:English language,0.022727272727272728
Pattern matching:Regular expression,0.12954545454545457
Pattern matching:Structural induction,0.011363636363636364
Pattern matching:Mathematical induction,0.04558222676200204
Pattern matching:Formal language,0.0645933014354067
Pattern matching:Theory,0.0
Pattern matching:Formal grammar,0.04383116883116883
Pattern matching:Finite set,0.022727272727272728
Pattern matching:Finite-state machine,-0.002482811306340718
Pattern matching:Determinism,0.0
Pattern matching:Nondeterministic finite automaton,-0.03727272727272727
Pattern matching:Data structure,0.1356790799561884
Pattern matching:Structure,0.03409090909090909
Pattern matching:Principle,0.0
Pattern matching:Turing machine,0.023338220918866077
Pattern matching:Machine,0.0
Pattern matching:Computing,0.011363636363636364
Pattern matching:System,0.0
Pattern matching:Specification (technical standard),0.0
Pattern matching:Software,-0.00546448087431694
Pattern matching:Rigour,0.0
Pattern matching:Logic,0.05297202797202797
Pattern matching:Context-free grammar,0.0439882697947214
Pattern matching:Grammar,0.045454545454545456
Parametric polymorphism:Recursion,0.0
Parametric polymorphism:Function (mathematics),0.01818181818181818
Parametric polymorphism:Predicate (mathematical logic),0.01818181818181818
Parametric polymorphism:First-order logic,0.06847195357833655
Parametric polymorphism:Calculus,0.03636363636363636
Parametric polymorphism:Natural deduction,-0.020279720279720283
Parametric polymorphism:Deductive reasoning,-0.014925373134328358
Parametric polymorphism:Recursive definition,0.0
Parametric polymorphism:Concept,0.0
Parametric polymorphism:Mathematics,0.01818181818181818
Parametric polymorphism:Mathematical logic,0.05139088041296243
Parametric polymorphism:Mathematical proof,0.0
Parametric polymorphism:Well-formed formula,0.01818181818181818
Parametric polymorphism:Proposition,0.01818181818181818
Parametric polymorphism:Argument,0.0
Parametric polymorphism:Data,0.01818181818181818
Parametric polymorphism:Definition,0.01818181818181818
Parametric polymorphism:Data type,0.23296272073250487
Parametric polymorphism:Computation,0.0
Parametric polymorphism:Discrete mathematics,0.0
Parametric polymorphism:Hoare logic,-0.020833333333333332
Parametric polymorphism:Description,0.0
Parametric polymorphism:Regular language,0.0
Parametric polymorphism:Language,0.2
Parametric polymorphism:English language,0.01818181818181818
Parametric polymorphism:Regular expression,0.08090909090909092
Parametric polymorphism:Structural induction,0.03636363636363636
Parametric polymorphism:Mathematical induction,0.0
Parametric polymorphism:Formal language,0.05454545454545454
Parametric polymorphism:Theory,0.01818181818181818
Parametric polymorphism:Formal grammar,0.0
Parametric polymorphism:Finite set,0.01818181818181818
Parametric polymorphism:Finite-state machine,0.01818181818181818
Parametric polymorphism:Determinism,0.0
Parametric polymorphism:Nondeterministic finite automaton,0.0
Parametric polymorphism:Data structure,0.012267250821467686
Parametric polymorphism:Structure,0.0
Parametric polymorphism:Principle,0.0
Parametric polymorphism:Turing machine,0.0
Parametric polymorphism:Machine,0.0
Parametric polymorphism:Computing,0.0074866310160427805
Parametric polymorphism:System,0.01818181818181818
Parametric polymorphism:Specification (technical standard),0.0
Parametric polymorphism:Software,0.0
Parametric polymorphism:Rigour,0.0
Parametric polymorphism:Logic,0.04685314685314685
Parametric polymorphism:Context-free grammar,0.01818181818181818
Parametric polymorphism:Grammar,0.0
Polymorphism (computer science):Recursion,0.012658227848101266
Polymorphism (computer science):Function (mathematics),0.030252675822296078
Polymorphism (computer science):Predicate (mathematical logic),0.012658227848101266
Polymorphism (computer science):First-order logic,0.012658227848101266
Polymorphism (computer science):Calculus,0.0
Polymorphism (computer science):Natural deduction,0.006085686465433299
Polymorphism (computer science):Deductive reasoning,0.0
Polymorphism (computer science):Recursive definition,0.012658227848101266
Polymorphism (computer science):Concept,0.0
Polymorphism (computer science):Mathematics,0.012658227848101266
Polymorphism (computer science):Mathematical logic,0.012658227848101266
Polymorphism (computer science):Mathematical proof,0.012658227848101266
Polymorphism (computer science):Well-formed formula,0.012658227848101266
Polymorphism (computer science):Proposition,0.012658227848101266
Polymorphism (computer science):Argument,0.0
Polymorphism (computer science):Data,0.012658227848101266
Polymorphism (computer science):Definition,0.0
Polymorphism (computer science):Data type,0.1087332665513159
Polymorphism (computer science):Computation,0.0
Polymorphism (computer science):Discrete mathematics,0.0
Polymorphism (computer science):Hoare logic,-0.008175105485232067
Polymorphism (computer science):Description,0.0
Polymorphism (computer science):Regular language,0.0
Polymorphism (computer science):Language,0.05063291139240506
Polymorphism (computer science):English language,0.012658227848101266
Polymorphism (computer science):Regular expression,0.02031645569620253
Polymorphism (computer science):Structural induction,0.012658227848101266
Polymorphism (computer science):Mathematical induction,0.0
Polymorphism (computer science):Formal language,0.02531645569620253
Polymorphism (computer science):Theory,0.012658227848101266
Polymorphism (computer science):Formal grammar,-0.011904761904761904
Polymorphism (computer science):Finite set,0.0
